Category,Count,Acreage,State,Average of Very Unhealthy Days,Average of Hazardous Days,Average of Max AQI,Average of 90th Percentile AQI,Average of Days CO,Average of Median AQI,Average of Days NO2,Average of Days Ozone,Average of Days SO2,Average of Days PM2.5,Average of Days PM10,Average of Good Days,Average of Moderate Days,Average of Unhealthy for Sensitive Groups Days,Average of Unhealthy Days,Commercial,Electric Power,Residential,Industrial,Transportation,Total
 Developed/Low Intensity,991532,220511.4,NV,0.444444444,0.111111111,202.5555556,62.44444444,0.0,36.22222222,2.333333333,195.1111111,0.0,78.66666667,87.55555556,286.0,66.0,7.0,4.111111111,2.4,13.7,2.4,3.8,18.7,41.0
 Developed/Medium Intensity,731180,162610.5,NV,0.444444444,0.111111111,202.5555556,62.44444444,0.0,36.22222222,2.333333333,195.1111111,0.0,78.66666667,87.55555556,286.0,66.0,7.0,4.111111111,2.4,13.7,2.4,3.8,18.7,41.0
 Developed/High Intensity,268546,59723.2,NV,0.444444444,0.111111111,202.5555556,62.44444444,0.0,36.22222222,2.333333333,195.1111111,0.0,78.66666667,87.55555556,286.0,66.0,7.0,4.111111111,2.4,13.7,2.4,3.8,18.7,41.0
 Barren,11556497,2570103.1,NV,0.444444444,0.111111111,202.5555556,62.44444444,0.0,36.22222222,2.333333333,195.1111111,0.0,78.66666667,87.55555556,286.0,66.0,7.0,4.111111111,2.4,13.7,2.4,3.8,18.7,41.0
 Deciduous Forest,788003,175247.6,NV,0.444444444,0.111111111,202.5555556,62.44444444,0.0,36.22222222,2.333333333,195.1111111,0.0,78.66666667,87.55555556,286.0,66.0,7.0,4.111111111,2.4,13.7,2.4,3.8,18.7,41.0
 Evergreen Forest,31571828,7021405.5,NV,0.444444444,0.111111111,202.5555556,62.44444444,0.0,36.22222222,2.333333333,195.1111111,0.0,78.66666667,87.55555556,286.0,66.0,7.0,4.111111111,2.4,13.7,2.4,3.8,18.7,41.0
 Mixed Forest,66302,14745.2,NV,0.444444444,0.111111111,202.5555556,62.44444444,0.0,36.22222222,2.333333333,195.1111111,0.0,78.66666667,87.55555556,286.0,66.0,7.0,4.111111111,2.4,13.7,2.4,3.8,18.7,41.0
 Shrubland,236240261,52538569.4,NV,0.444444444,0.111111111,202.5555556,62.44444444,0.0,36.22222222,2.333333333,195.1111111,0.0,78.66666667,87.55555556,286.0,66.0,7.0,4.111111111,2.4,13.7,2.4,3.8,18.7,41.0
 Grass/Pasture,28586068,6357388.5,NV,0.444444444,0.111111111,202.5555556,62.44444444,0.0,36.22222222,2.333333333,195.1111111,0.0,78.66666667,87.55555556,286.0,66.0,7.0,4.111111111,2.4,13.7,2.4,3.8,18.7,41.0
 Woody Wetlands,956550,212731.6,NV,0.444444444,0.111111111,202.5555556,62.44444444,0.0,36.22222222,2.333333333,195.1111111,0.0,78.66666667,87.55555556,286.0,66.0,7.0,4.111111111,2.4,13.7,2.4,3.8,18.7,41.0
 Herbaceous Wetlands,1125743,250359.2,NV,0.444444444,0.111111111,202.5555556,62.44444444,0.0,36.22222222,2.333333333,195.1111111,0.0,78.66666667,87.55555556,286.0,66.0,7.0,4.111111111,2.4,13.7,2.4,3.8,18.7,41.0
 Triticale,50537,11239.2,NV,0.444444444,0.111111111,202.5555556,62.44444444,0.0,36.22222222,2.333333333,195.1111111,0.0,78.66666667,87.55555556,286.0,66.0,7.0,4.111111111,2.4,13.7,2.4,3.8,18.7,41.0
 Garlic,8061,1792.7,NV,0.444444444,0.111111111,202.5555556,62.44444444,0.0,36.22222222,2.333333333,195.1111111,0.0,78.66666667,87.55555556,286.0,66.0,7.0,4.111111111,2.4,13.7,2.4,3.8,18.7,41.0
 Dbl Crop WinWht/Corn,4301,956.5,NV,0.444444444,0.111111111,202.5555556,62.44444444,0.0,36.22222222,2.333333333,195.1111111,0.0,78.66666667,87.55555556,286.0,66.0,7.0,4.111111111,2.4,13.7,2.4,3.8,18.7,41.0
 Dbl Crop Triticale/Corn,9073,2017.8,NV,0.444444444,0.111111111,202.5555556,62.44444444,0.0,36.22222222,2.333333333,195.1111111,0.0,78.66666667,87.55555556,286.0,66.0,7.0,4.111111111,2.4,13.7,2.4,3.8,18.7,41.0
 Dbl Crop WinWht/Sorghum,2583,574.4,NV,0.444444444,0.111111111,202.5555556,62.44444444,0.0,36.22222222,2.333333333,195.1111111,0.0,78.66666667,87.55555556,286.0,66.0,7.0,4.111111111,2.4,13.7,2.4,3.8,18.7,41.0
 Corn,493669,109789.3,OR,1.739130435,3.608695652,430.3478261,61.0,0.0,27.43478261,0.47826087,51.26086957,0.0,304.3913043,4.739130435,292.6086957,55.95652174,3.0,3.956521739,2.4,8.4,2.7,4.7,21.7,39.9
 Sorghum,440,97.9,OR,1.739130435,3.608695652,430.3478261,61.0,0.0,27.43478261,0.47826087,51.26086957,0.0,304.3913043,4.739130435,292.6086957,55.95652174,3.0,3.956521739,2.4,8.4,2.7,4.7,21.7,39.9
 Soybeans,327,72.7,OR,1.739130435,3.608695652,430.3478261,61.0,0.0,27.43478261,0.47826087,51.26086957,0.0,304.3913043,4.739130435,292.6086957,55.95652174,3.0,3.956521739,2.4,8.4,2.7,4.7,21.7,39.9
 Sunflowers,1421,316.0,OR,1.739130435,3.608695652,430.3478261,61.0,0.0,27.43478261,0.47826087,51.26086957,0.0,304.3913043,4.739130435,292.6086957,55.95652174,3.0,3.956521739,2.4,8.4,2.7,4.7,21.7,39.9
 Sweet Corn,62508,13901.4,OR,1.739130435,3.608695652,430.3478261,61.0,0.0,27.43478261,0.47826087,51.26086957,0.0,304.3913043,4.739130435,292.6086957,55.95652174,3.0,3.956521739,2.4,8.4,2.7,4.7,21.7,39.9
 Pop or Orn Corn,82,18.2,OR,1.739130435,3.608695652,430.3478261,61.0,0.0,27.43478261,0.47826087,51.26086957,0.0,304.3913043,4.739130435,292.6086957,55.95652174,3.0,3.956521739,2.4,8.4,2.7,4.7,21.7,39.9
 Mint,88373,19653.7,OR,1.739130435,3.608695652,430.3478261,61.0,0.0,27.43478261,0.47826087,51.26086957,0.0,304.3913043,4.739130435,292.6086957,55.95652174,3.0,3.956521739,2.4,8.4,2.7,4.7,21.7,39.9
 Barley,137571,30595.1,OR,1.739130435,3.608695652,430.3478261,61.0,0.0,27.43478261,0.47826087,51.26086957,0.0,304.3913043,4.739130435,292.6086957,55.95652174,3.0,3.956521739,2.4,8.4,2.7,4.7,21.7,39.9
 Spring Wheat,276060,61394.3,OR,1.739130435,3.608695652,430.3478261,61.0,0.0,27.43478261,0.47826087,51.26086957,0.0,304.3913043,4.739130435,292.6086957,55.95652174,3.0,3.956521739,2.4,8.4,2.7,4.7,21.7,39.9
 Winter Wheat,3328919,740333.8,OR,1.739130435,3.608695652,430.3478261,61.0,0.0,27.43478261,0.47826087,51.26086957,0.0,304.3913043,4.739130435,292.6086957,55.95652174,3.0,3.956521739,2.4,8.4,2.7,4.7,21.7,39.9
 Rye,12856,2859.1,OR,1.739130435,3.608695652,430.3478261,61.0,0.0,27.43478261,0.47826087,51.26086957,0.0,304.3913043,4.739130435,292.6086957,55.95652174,3.0,3.956521739,2.4,8.4,2.7,4.7,21.7,39.9
 Oats,54494,12119.2,OR,1.739130435,3.608695652,430.3478261,61.0,0.0,27.43478261,0.47826087,51.26086957,0.0,304.3913043,4.739130435,292.6086957,55.95652174,3.0,3.956521739,2.4,8.4,2.7,4.7,21.7,39.9
 Millet,186,41.4,OR,1.739130435,3.608695652,430.3478261,61.0,0.0,27.43478261,0.47826087,51.26086957,0.0,304.3913043,4.739130435,292.6086957,55.95652174,3.0,3.956521739,2.4,8.4,2.7,4.7,21.7,39.9
 Canola,12445,2767.7,OR,1.739130435,3.608695652,430.3478261,61.0,0.0,27.43478261,0.47826087,51.26086957,0.0,304.3913043,4.739130435,292.6086957,55.95652174,3.0,3.956521739,2.4,8.4,2.7,4.7,21.7,39.9
 Flaxseed,1329,295.6,OR,1.739130435,3.608695652,430.3478261,61.0,0.0,27.43478261,0.47826087,51.26086957,0.0,304.3913043,4.739130435,292.6086957,55.95652174,3.0,3.956521739,2.4,8.4,2.7,4.7,21.7,39.9
 Safflower,278,61.8,OR,1.739130435,3.608695652,430.3478261,61.0,0.0,27.43478261,0.47826087,51.26086957,0.0,304.3913043,4.739130435,292.6086957,55.95652174,3.0,3.956521739,2.4,8.4,2.7,4.7,21.7,39.9
 Mustard,4157,924.5,OR,1.739130435,3.608695652,430.3478261,61.0,0.0,27.43478261,0.47826087,51.26086957,0.0,304.3913043,4.739130435,292.6086957,55.95652174,3.0,3.956521739,2.4,8.4,2.7,4.7,21.7,39.9
 Alfalfa,2796731,621978.0,OR,1.739130435,3.608695652,430.3478261,61.0,0.0,27.43478261,0.47826087,51.26086957,0.0,304.3913043,4.739130435,292.6086957,55.95652174,3.0,3.956521739,2.4,8.4,2.7,4.7,21.7,39.9
 Other Hay/Non Alfalfa,1655259,368120.7,OR,1.739130435,3.608695652,430.3478261,61.0,0.0,27.43478261,0.47826087,51.26086957,0.0,304.3913043,4.739130435,292.6086957,55.95652174,3.0,3.956521739,2.4,8.4,2.7,4.7,21.7,39.9
 Buckwheat,1201,267.1,OR,1.739130435,3.608695652,430.3478261,61.0,0.0,27.43478261,0.47826087,51.26086957,0.0,304.3913043,4.739130435,292.6086957,55.95652174,3.0,3.956521739,2.4,8.4,2.7,4.7,21.7,39.9
 Sugarbeets,46298,10296.4,OR,1.739130435,3.608695652,430.3478261,61.0,0.0,27.43478261,0.47826087,51.26086957,0.0,304.3913043,4.739130435,292.6086957,55.95652174,3.0,3.956521739,2.4,8.4,2.7,4.7,21.7,39.9
 Dry Beans,94288,20969.1,OR,1.739130435,3.608695652,430.3478261,61.0,0.0,27.43478261,0.47826087,51.26086957,0.0,304.3913043,4.739130435,292.6086957,55.95652174,3.0,3.956521739,2.4,8.4,2.7,4.7,21.7,39.9
 Potatoes,173775,38646.6,OR,1.739130435,3.608695652,430.3478261,61.0,0.0,27.43478261,0.47826087,51.26086957,0.0,304.3913043,4.739130435,292.6086957,55.95652174,3.0,3.956521739,2.4,8.4,2.7,4.7,21.7,39.9
 Other Crops,33743,7504.3,OR,1.739130435,3.608695652,430.3478261,61.0,0.0,27.43478261,0.47826087,51.26086957,0.0,304.3913043,4.739130435,292.6086957,55.95652174,3.0,3.956521739,2.4,8.4,2.7,4.7,21.7,39.9
 Sweet Potatoes,940,209.1,OR,1.739130435,3.608695652,430.3478261,61.0,0.0,27.43478261,0.47826087,51.26086957,0.0,304.3913043,4.739130435,292.6086957,55.95652174,3.0,3.956521739,2.4,8.4,2.7,4.7,21.7,39.9
 Misc Vegs & Fruits,2569,571.3,OR,1.739130435,3.608695652,430.3478261,61.0,0.0,27.43478261,0.47826087,51.26086957,0.0,304.3913043,4.739130435,292.6086957,55.95652174,3.0,3.956521739,2.4,8.4,2.7,4.7,21.7,39.9
 Watermelons,1659,369.0,OR,1.739130435,3.608695652,430.3478261,61.0,0.0,27.43478261,0.47826087,51.26086957,0.0,304.3913043,4.739130435,292.6086957,55.95652174,3.0,3.956521739,2.4,8.4,2.7,4.7,21.7,39.9
 Onions,117226,26070.4,OR,1.739130435,3.608695652,430.3478261,61.0,0.0,27.43478261,0.47826087,51.26086957,0.0,304.3913043,4.739130435,292.6086957,55.95652174,3.0,3.956521739,2.4,8.4,2.7,4.7,21.7,39.9
 Cucumbers,153,34.0,OR,1.739130435,3.608695652,430.3478261,61.0,0.0,27.43478261,0.47826087,51.26086957,0.0,304.3913043,4.739130435,292.6086957,55.95652174,3.0,3.956521739,2.4,8.4,2.7,4.7,21.7,39.9
 Chick Peas,9408,2092.3,OR,1.739130435,3.608695652,430.3478261,61.0,0.0,27.43478261,0.47826087,51.26086957,0.0,304.3913043,4.739130435,292.6086957,55.95652174,3.0,3.956521739,2.4,8.4,2.7,4.7,21.7,39.9
 Peas,96223,21399.5,OR,1.739130435,3.608695652,430.3478261,61.0,0.0,27.43478261,0.47826087,51.26086957,0.0,304.3913043,4.739130435,292.6086957,55.95652174,3.0,3.956521739,2.4,8.4,2.7,4.7,21.7,39.9
 Hops,49253,10953.6,OR,1.739130435,3.608695652,430.3478261,61.0,0.0,27.43478261,0.47826087,51.26086957,0.0,304.3913043,4.739130435,292.6086957,55.95652174,3.0,3.956521739,2.4,8.4,2.7,4.7,21.7,39.9
 Herbs,7223,1606.4,OR,1.739130435,3.608695652,430.3478261,61.0,0.0,27.43478261,0.47826087,51.26086957,0.0,304.3913043,4.739130435,292.6086957,55.95652174,3.0,3.956521739,2.4,8.4,2.7,4.7,21.7,39.9
 Clover/Wildflowers,158516,35253.1,OR,1.739130435,3.608695652,430.3478261,61.0,0.0,27.43478261,0.47826087,51.26086957,0.0,304.3913043,4.739130435,292.6086957,55.95652174,3.0,3.956521739,2.4,8.4,2.7,4.7,21.7,39.9
 Sod/Grass Seed,2270948,505046.7,OR,1.739130435,3.608695652,430.3478261,61.0,0.0,27.43478261,0.47826087,51.26086957,0.0,304.3913043,4.739130435,292.6086957,55.95652174,3.0,3.956521739,2.4,8.4,2.7,4.7,21.7,39.9
 Fallow/Idle Cropland,3252581,723356.6,OR,1.739130435,3.608695652,430.3478261,61.0,0.0,27.43478261,0.47826087,51.26086957,0.0,304.3913043,4.739130435,292.6086957,55.95652174,3.0,3.956521739,2.4,8.4,2.7,4.7,21.7,39.9
 Cherries,99022,22022.0,OR,1.739130435,3.608695652,430.3478261,61.0,0.0,27.43478261,0.47826087,51.26086957,0.0,304.3913043,4.739130435,292.6086957,55.95652174,3.0,3.956521739,2.4,8.4,2.7,4.7,21.7,39.9
 Peaches,426,94.7,OR,1.739130435,3.608695652,430.3478261,61.0,0.0,27.43478261,0.47826087,51.26086957,0.0,304.3913043,4.739130435,292.6086957,55.95652174,3.0,3.956521739,2.4,8.4,2.7,4.7,21.7,39.9
 Apples,12642,2811.5,OR,1.739130435,3.608695652,430.3478261,61.0,0.0,27.43478261,0.47826087,51.26086957,0.0,304.3913043,4.739130435,292.6086957,55.95652174,3.0,3.956521739,2.4,8.4,2.7,4.7,21.7,39.9
 Grapes,45752,10175.0,OR,1.739130435,3.608695652,430.3478261,61.0,0.0,27.43478261,0.47826087,51.26086957,0.0,304.3913043,4.739130435,292.6086957,55.95652174,3.0,3.956521739,2.4,8.4,2.7,4.7,21.7,39.9
 Christmas Trees,32317,7187.1,OR,1.739130435,3.608695652,430.3478261,61.0,0.0,27.43478261,0.47826087,51.26086957,0.0,304.3913043,4.739130435,292.6086957,55.95652174,3.0,3.956521739,2.4,8.4,2.7,4.7,21.7,39.9
 Other Tree Crops,623332,138625.7,OR,1.739130435,3.608695652,430.3478261,61.0,0.0,27.43478261,0.47826087,51.26086957,0.0,304.3913043,4.739130435,292.6086957,55.95652174,3.0,3.956521739,2.4,8.4,2.7,4.7,21.7,39.9
 Walnuts,2063,458.8,OR,1.739130435,3.608695652,430.3478261,61.0,0.0,27.43478261,0.47826087,51.26086957,0.0,304.3913043,4.739130435,292.6086957,55.95652174,3.0,3.956521739,2.4,8.4,2.7,4.7,21.7,39.9
 Pears,90635,20156.7,OR,1.739130435,3.608695652,430.3478261,61.0,0.0,27.43478261,0.47826087,51.26086957,0.0,304.3913043,4.739130435,292.6086957,55.95652174,3.0,3.956521739,2.4,8.4,2.7,4.7,21.7,39.9
 Open Water,2229890,495915.6,OR,1.739130435,3.608695652,430.3478261,61.0,0.0,27.43478261,0.47826087,51.26086957,0.0,304.3913043,4.739130435,292.6086957,55.95652174,3.0,3.956521739,2.4,8.4,2.7,4.7,21.7,39.9
 Perennial Ice/Snow,31399,6983.0,OR,1.739130435,3.608695652,430.3478261,61.0,0.0,27.43478261,0.47826087,51.26086957,0.0,304.3913043,4.739130435,292.6086957,55.95652174,3.0,3.956521739,2.4,8.4,2.7,4.7,21.7,39.9
 Developed/Open Space,4319490,960631.5,OR,1.739130435,3.608695652,430.3478261,61.0,0.0,27.43478261,0.47826087,51.26086957,0.0,304.3913043,4.739130435,292.6086957,55.95652174,3.0,3.956521739,2.4,8.4,2.7,4.7,21.7,39.9
 Developed/Low Intensity,1913895,425640.0,OR,1.739130435,3.608695652,430.3478261,61.0,0.0,27.43478261,0.47826087,51.26086957,0.0,304.3913043,4.739130435,292.6086957,55.95652174,3.0,3.956521739,2.4,8.4,2.7,4.7,21.7,39.9
 Developed/Medium Intensity,894073,198837.0,OR,1.739130435,3.608695652,430.3478261,61.0,0.0,27.43478261,0.47826087,51.26086957,0.0,304.3913043,4.739130435,292.6086957,55.95652174,3.0,3.956521739,2.4,8.4,2.7,4.7,21.7,39.9
 Developed/High Intensity,322591,71742.5,OR,1.739130435,3.608695652,430.3478261,61.0,0.0,27.43478261,0.47826087,51.26086957,0.0,304.3913043,4.739130435,292.6086957,55.95652174,3.0,3.956521739,2.4,8.4,2.7,4.7,21.7,39.9
 Barren,1808563,402214.7,OR,1.739130435,3.608695652,430.3478261,61.0,0.0,27.43478261,0.47826087,51.26086957,0.0,304.3913043,4.739130435,292.6086957,55.95652174,3.0,3.956521739,2.4,8.4,2.7,4.7,21.7,39.9
 Deciduous Forest,347598,77303.9,OR,1.739130435,3.608695652,430.3478261,61.0,0.0,27.43478261,0.47826087,51.26086957,0.0,304.3913043,4.739130435,292.6086957,55.95652174,3.0,3.956521739,2.4,8.4,2.7,4.7,21.7,39.9
 Evergreen Forest,96190938,21392349.7,OR,1.739130435,3.608695652,430.3478261,61.0,0.0,27.43478261,0.47826087,51.26086957,0.0,304.3913043,4.739130435,292.6086957,55.95652174,3.0,3.956521739,2.4,8.4,2.7,4.7,21.7,39.9
 Mixed Forest,6111261,1359111.7,OR,1.739130435,3.608695652,430.3478261,61.0,0.0,27.43478261,0.47826087,51.26086957,0.0,304.3913043,4.739130435,292.6086957,55.95652174,3.0,3.956521739,2.4,8.4,2.7,4.7,21.7,39.9
 Shrubland,101966117,22676718.6,OR,1.739130435,3.608695652,430.3478261,61.0,0.0,27.43478261,0.47826087,51.26086957,0.0,304.3913043,4.739130435,292.6086957,55.95652174,3.0,3.956521739,2.4,8.4,2.7,4.7,21.7,39.9
 Grass/Pasture,42185703,9381874.5,OR,1.739130435,3.608695652,430.3478261,61.0,0.0,27.43478261,0.47826087,51.26086957,0.0,304.3913043,4.739130435,292.6086957,55.95652174,3.0,3.956521739,2.4,8.4,2.7,4.7,21.7,39.9
 Woody Wetlands,900182,200195.7,OR,1.739130435,3.608695652,430.3478261,61.0,0.0,27.43478261,0.47826087,51.26086957,0.0,304.3913043,4.739130435,292.6086957,55.95652174,3.0,3.956521739,2.4,8.4,2.7,4.7,21.7,39.9
 Herbaceous Wetlands,3402056,756599.0,OR,1.739130435,3.608695652,430.3478261,61.0,0.0,27.43478261,0.47826087,51.26086957,0.0,304.3913043,4.739130435,292.6086957,55.95652174,3.0,3.956521739,2.4,8.4,2.7,4.7,21.7,39.9
 Triticale,82228,18287.1,OR,1.739130435,3.608695652,430.3478261,61.0,0.0,27.43478261,0.47826087,51.26086957,0.0,304.3913043,4.739130435,292.6086957,55.95652174,3.0,3.956521739,2.4,8.4,2.7,4.7,21.7,39.9
 Carrots,14956,3326.1,OR,1.739130435,3.608695652,430.3478261,61.0,0.0,27.43478261,0.47826087,51.26086957,0.0,304.3913043,4.739130435,292.6086957,55.95652174,3.0,3.956521739,2.4,8.4,2.7,4.7,21.7,39.9
 Garlic,10381,2308.7,OR,1.739130435,3.608695652,430.3478261,61.0,0.0,27.43478261,0.47826087,51.26086957,0.0,304.3913043,4.739130435,292.6086957,55.95652174,3.0,3.956521739,2.4,8.4,2.7,4.7,21.7,39.9
 Honeydew Melons,62,13.8,OR,1.739130435,3.608695652,430.3478261,61.0,0.0,27.43478261,0.47826087,51.26086957,0.0,304.3913043,4.739130435,292.6086957,55.95652174,3.0,3.956521739,2.4,8.4,2.7,4.7,21.7,39.9
 Peppers,1017,226.2,OR,1.739130435,3.608695652,430.3478261,61.0,0.0,27.43478261,0.47826087,51.26086957,0.0,304.3913043,4.739130435,292.6086957,55.95652174,3.0,3.956521739,2.4,8.4,2.7,4.7,21.7,39.9
 Greens,734,163.2,OR,1.739130435,3.608695652,430.3478261,61.0,0.0,27.43478261,0.47826087,51.26086957,0.0,304.3913043,4.739130435,292.6086957,55.95652174,3.0,3.956521739,2.4,8.4,2.7,4.7,21.7,39.9
 Plums,3054,679.2,OR,1.739130435,3.608695652,430.3478261,61.0,0.0,27.43478261,0.47826087,51.26086957,0.0,304.3913043,4.739130435,292.6086957,55.95652174,3.0,3.956521739,2.4,8.4,2.7,4.7,21.7,39.9
 Strawberries,727,161.7,OR,1.739130435,3.608695652,430.3478261,61.0,0.0,27.43478261,0.47826087,51.26086957,0.0,304.3913043,4.739130435,292.6086957,55.95652174,3.0,3.956521739,2.4,8.4,2.7,4.7,21.7,39.9
 Squash,15346,3412.9,OR,1.739130435,3.608695652,430.3478261,61.0,0.0,27.43478261,0.47826087,51.26086957,0.0,304.3913043,4.739130435,292.6086957,55.95652174,3.0,3.956521739,2.4,8.4,2.7,4.7,21.7,39.9
 Vetch,4707,1046.8,OR,1.739130435,3.608695652,430.3478261,61.0,0.0,27.43478261,0.47826087,51.26086957,0.0,304.3913043,4.739130435,292.6086957,55.95652174,3.0,3.956521739,2.4,8.4,2.7,4.7,21.7,39.9
 Dbl Crop WinWht/Corn,1497,332.9,OR,1.739130435,3.608695652,430.3478261,61.0,0.0,27.43478261,0.47826087,51.26086957,0.0,304.3913043,4.739130435,292.6086957,55.95652174,3.0,3.956521739,2.4,8.4,2.7,4.7,21.7,39.9
 Dbl Crop Oats/Corn,292,64.9,OR,1.739130435,3.608695652,430.3478261,61.0,0.0,27.43478261,0.47826087,51.26086957,0.0,304.3913043,4.739130435,292.6086957,55.95652174,3.0,3.956521739,2.4,8.4,2.7,4.7,21.7,39.9
 Lettuce,255,56.7,OR,1.739130435,3.608695652,430.3478261,61.0,0.0,27.43478261,0.47826087,51.26086957,0.0,304.3913043,4.739130435,292.6086957,55.95652174,3.0,3.956521739,2.4,8.4,2.7,4.7,21.7,39.9
 Dbl Crop Triticale/Corn,4992,1110.2,OR,1.739130435,3.608695652,430.3478261,61.0,0.0,27.43478261,0.47826087,51.26086957,0.0,304.3913043,4.739130435,292.6086957,55.95652174,3.0,3.956521739,2.4,8.4,2.7,4.7,21.7,39.9
 Pumpkins,1175,261.3,OR,1.739130435,3.608695652,430.3478261,61.0,0.0,27.43478261,0.47826087,51.26086957,0.0,304.3913043,4.739130435,292.6086957,55.95652174,3.0,3.956521739,2.4,8.4,2.7,4.7,21.7,39.9
 Dbl Crop Barley/Corn,99,22.0,OR,1.739130435,3.608695652,430.3478261,61.0,0.0,27.43478261,0.47826087,51.26086957,0.0,304.3913043,4.739130435,292.6086957,55.95652174,3.0,3.956521739,2.4,8.4,2.7,4.7,21.7,39.9
 Blueberries,41261,9176.2,OR,1.739130435,3.608695652,430.3478261,61.0,0.0,27.43478261,0.47826087,51.26086957,0.0,304.3913043,4.739130435,292.6086957,55.95652174,3.0,3.956521739,2.4,8.4,2.7,4.7,21.7,39.9
 Cabbage,157,34.9,OR,1.739130435,3.608695652,430.3478261,61.0,0.0,27.43478261,0.47826087,51.26086957,0.0,304.3913043,4.739130435,292.6086957,55.95652174,3.0,3.956521739,2.4,8.4,2.7,4.7,21.7,39.9
 Cauliflower,178,39.6,OR,1.739130435,3.608695652,430.3478261,61.0,0.0,27.43478261,0.47826087,51.26086957,0.0,304.3913043,4.739130435,292.6086957,55.95652174,3.0,3.956521739,2.4,8.4,2.7,4.7,21.7,39.9
 Radishes,39066,8688.1,OR,1.739130435,3.608695652,430.3478261,61.0,0.0,27.43478261,0.47826087,51.26086957,0.0,304.3913043,4.739130435,292.6086957,55.95652174,3.0,3.956521739,2.4,8.4,2.7,4.7,21.7,39.9
 Turnips,9727,2163.2,OR,1.739130435,3.608695652,430.3478261,61.0,0.0,27.43478261,0.47826087,51.26086957,0.0,304.3913043,4.739130435,292.6086957,55.95652174,3.0,3.956521739,2.4,8.4,2.7,4.7,21.7,39.9
 Gourds,15,3.3,OR,1.739130435,3.608695652,430.3478261,61.0,0.0,27.43478261,0.47826087,51.26086957,0.0,304.3913043,4.739130435,292.6086957,55.95652174,3.0,3.956521739,2.4,8.4,2.7,4.7,21.7,39.9
 Cranberries,639,142.1,OR,1.739130435,3.608695652,430.3478261,61.0,0.0,27.43478261,0.47826087,51.26086957,0.0,304.3913043,4.739130435,292.6086957,55.95652174,3.0,3.956521739,2.4,8.4,2.7,4.7,21.7,39.9
 Corn,11468999,2550644.0,TX,0.0,0.0,118.3076923,54.17307692,0.0,31.46153846,16.78846154,171.5576923,47.11538462,111.8461538,0.346153846,285.9423077,57.09615385,4.134615385,0.480769231,14.9,202.3,13.4,231.7,221.8,684.0
 Cotton,38023850,8456300.7,TX,0.0,0.0,118.3076923,54.17307692,0.0,31.46153846,16.78846154,171.5576923,47.11538462,111.8461538,0.346153846,285.9423077,57.09615385,4.134615385,0.480769231,14.9,202.3,13.4,231.7,221.8,684.0
 Rice,1464351,325663.8,TX,0.0,0.0,118.3076923,54.17307692,0.0,31.46153846,16.78846154,171.5576923,47.11538462,111.8461538,0.346153846,285.9423077,57.09615385,4.134615385,0.480769231,14.9,202.3,13.4,231.7,221.8,684.0
 Sorghum,12504579,2780951.4,TX,0.0,0.0,118.3076923,54.17307692,0.0,31.46153846,16.78846154,171.5576923,47.11538462,111.8461538,0.346153846,285.9423077,57.09615385,4.134615385,0.480769231,14.9,202.3,13.4,231.7,221.8,684.0
 Soybeans,2006158,446158.8,TX,0.0,0.0,118.3076923,54.17307692,0.0,31.46153846,16.78846154,171.5576923,47.11538462,111.8461538,0.346153846,285.9423077,57.09615385,4.134615385,0.480769231,14.9,202.3,13.4,231.7,221.8,684.0
 Sunflowers,173081,38492.3,TX,0.0,0.0,118.3076923,54.17307692,0.0,31.46153846,16.78846154,171.5576923,47.11538462,111.8461538,0.346153846,285.9423077,57.09615385,4.134615385,0.480769231,14.9,202.3,13.4,231.7,221.8,684.0
 Peanuts,532522,118430.0,TX,0.0,0.0,118.3076923,54.17307692,0.0,31.46153846,16.78846154,171.5576923,47.11538462,111.8461538,0.346153846,285.9423077,57.09615385,4.134615385,0.480769231,14.9,202.3,13.4,231.7,221.8,684.0
 Sweet Corn,2785,619.4,TX,0.0,0.0,118.3076923,54.17307692,0.0,31.46153846,16.78846154,171.5576923,47.11538462,111.8461538,0.346153846,285.9423077,57.09615385,4.134615385,0.480769231,14.9,202.3,13.4,231.7,221.8,684.0
 Pop or Orn Corn,5,1.1,TX,0.0,0.0,118.3076923,54.17307692,0.0,31.46153846,16.78846154,171.5576923,47.11538462,111.8461538,0.346153846,285.9423077,57.09615385,4.134615385,0.480769231,14.9,202.3,13.4,231.7,221.8,684.0
 Barley,154854,34438.7,TX,0.0,0.0,118.3076923,54.17307692,0.0,31.46153846,16.78846154,171.5576923,47.11538462,111.8461538,0.346153846,285.9423077,57.09615385,4.134615385,0.480769231,14.9,202.3,13.4,231.7,221.8,684.0
 Durum Wheat,1429,317.8,TX,0.0,0.0,118.3076923,54.17307692,0.0,31.46153846,16.78846154,171.5576923,47.11538462,111.8461538,0.346153846,285.9423077,57.09615385,4.134615385,0.480769231,14.9,202.3,13.4,231.7,221.8,684.0
 Spring Wheat,170932,38014.4,TX,0.0,0.0,118.3076923,54.17307692,0.0,31.46153846,16.78846154,171.5576923,47.11538462,111.8461538,0.346153846,285.9423077,57.09615385,4.134615385,0.480769231,14.9,202.3,13.4,231.7,221.8,684.0
 Winter Wheat,43423542,9657163.3,TX,0.0,0.0,118.3076923,54.17307692,0.0,31.46153846,16.78846154,171.5576923,47.11538462,111.8461538,0.346153846,285.9423077,57.09615385,4.134615385,0.480769231,14.9,202.3,13.4,231.7,221.8,684.0
